date,name,value
2021-01-03,NIO,42.902935
2021-01-03,NOK,10.478182
2021-01-03,NPR,143.922107
2021-01-03,NZD,1.702045
2021-01-03,OMR,0.471593
2021-01-03,PAB,1.231085
2021-01-03,PEN,4.456477
2021-01-03,PGK,4.377949
2021-01-03,PHP,58.91718
2021-01-03,PKR,197.21901
2021-01-03,PLN,4.562986
2021-01-03,PYG,8515.096329
2021-01-03,QAR,4.460594
2021-01-03,RON,4.872053
2021-01-03,RSD,117.907862
2021-01-03,RUB,90.884953
2021-01-03,RWF,1220.01273
2021-01-03,SAR,4.5959
2021-01-03,SBD,9.802648
2021-01-03,SCR,25.975642
2021-01-03,SDG,67.68178
2021-01-03,SEK,10.041969
2021-01-03,SGD,1.617893
2021-01-03,SHP,0.895313
2021-01-03,SLL,12392.885258
2021-01-03,SOS,714.185106
2021-01-03,SRD,17.338876
2021-01-03,STD,25523.068116
2021-01-03,SVC,10.77237
2021-01-03,SYP,628.246942
2021-01-03,SZL,18.063
2021-01-03,THB,36.715609
2021-01-03,TJS,13.945008
2021-01-03,TMT,4.287561
2021-01-03,TND,3.300813
2021-01-03,TOP,2.785751
2021-01-03,TRY,9.110662
2021-01-03,TTD,8.324341
2021-01-03,TWD,34.385008
2021-01-03,TZS,2840.24798
2021-01-03,UAH,34.88268
2021-01-03,UGX,4500.806543
2021-01-03,USD,1.225017
2021-01-03,UYU,51.902141
2021-01-03,UZS,12897.929328
2021-01-03,VEF,12.234864
2021-01-03,VND,28273.399362
2021-01-03,VUV,133.087986
2021-01-03,WST,3.098965
2021-01-03,XAF,657.872754
2021-01-03,XAG,0.045607
2021-01-03,XAU,0.00064
2021-01-03,XCD,3.31067
2021-01-03,XDR,0.854789
2021-01-03,XOF,657.872754
2021-01-03,XPF,120.113575
2021-01-03,YER,306.746163
2021-01-03,ZAR,17.951529
2021-01-03,ZMK,11026.618015
2021-01-03,ZMW,26.061994
2021-01-03,ZWL,394.455799
2021-01-04,AED,4.50012
2021-01-04,AFN,94.57894
2021-01-04,ALL,122.910377
2021-01-04,AMD,640.23646
2021-01-04,ANG,2.198064
2021-01-04,AOA,801.425911
2021-01-04,ARS,103.68101
2021-01-04,AUD,1.5975
2021-01-04,AWG,2.20522
2021-01-04,AZN,2.086734
2021-01-04,BAM,1.948248
2021-01-04,BBD,2.472498
2021-01-04,BDT,103.848766
2021-01-04,BGN,1.956896
2021-01-04,BHD,0.461973
2021-01-04,BIF,2384.088111
2021-01-04,BMD,1.225122
2021-01-04,BND,1.612989
2021-01-04,BOB,8.43109
2021-01-04,BRL,6.489225
2021-01-04,BSD,1.224545
2021-01-04,BTC,3.8314537e-05
2021-01-04,BTN,89.420345
2021-01-04,BWP,13.174538
2021-01-04,BYN,3.161796
2021-01-04,BYR,24012.398238
2021-01-04,BZD,2.468414
2021-01-04,CAD,1.566135
2021-01-04,CDF,2413.490846
2021-01-04,CHF,1.079688
2021-01-04,CLF,0.031271
2021-01-04,CLP,862.857567
2021-01-04,CNY,7.916246
2021-01-04,COP,4226.059578
2021-01-04,CRC,747.507636
2021-01-04,CUC,1.225122
2021-01-04,CUP,32.465743
2021-01-04,CVE,110.414174
2021-01-04,CZK,26.18834
2021-01-04,DJF,217.728813
2021-01-04,DKK,7.440119
2021-01-04,DOP,71.300266
2021-01-04,DZD,161.954397
2021-01-04,EGP,19.281417
2021-01-04,ERN,18.376772
2021-01-04,ETB,48.018994
2021-01-04,EUR,1
2021-01-04,FJD,2.501824
2021-01-04,FKP,0.902812
2021-01-04,GBP,0.90281
2021-01-04,GEL,4.03091
2021-01-04,GGP,0.902812
2021-01-04,GHS,7.17945
2021-01-04,GIP,0.902812
2021-01-04,GMD,63.400567
2021-01-04,GNF,12275.725968
2021-01-04,GTQ,9.545531
2021-01-04,GYD,255.97178
2021-01-04,HKD,9.498704
2021-01-04,HNL,29.690775
2021-01-04,HRK,7.561698
2021-01-04,HTG,89.112849
2021-01-04,HUF,361.76595
2021-01-04,IDR,17076.613027
2021-01-04,ILS,3.931319
2021-01-04,IMP,0.902812
2021-01-04,INR,89.838299
2021-01-04,IQD,1787.852459
2021-01-04,IRR,51583.776646
2021-01-04,ISK,156.104709
2021-01-04,JEP,0.902812
2021-01-04,JMD,174.441
2021-01-04,JOD,0.868626
2021-01-04,JPY,126.347199
2021-01-04,KES,133.906627
2021-01-04,KGS,101.964483
2021-01-04,KHR,4955.619619
2021-01-04,KMF,492.774768
2021-01-04,KPW,1102.690422
2021-01-04,KRW,1331.334331
2021-01-04,KWD,0.372562
2021-01-04,KYD,1.020429
2021-01-04,KZT,516.081636
2021-01-04,LAK,11393.637591
2021-01-04,LBP,1852.806963
2021-01-04,LKR,228.992661
2021-01-04,LRD,201.408221
2021-01-04,LSL,17.878497
2021-01-04,LTL,3.617468
2021-01-04,LVL,0.741064
2021-01-04,LYD,1.635511
2021-01-04,MAD,10.853974
2021-01-04,MDL,21.001173
2021-01-04,MGA,4771.851046
2021-01-04,MKD,61.618891
2021-01-04,MMK,1626.215181
2021-01-04,MNT,3490.216365
2021-01-04,MOP,9.778148
2021-01-04,MRO,437.368472
2021-01-04,MUR,48.273841
2021-01-04,MVR,18.879493
2021-01-04,MWK,947.019389
2021-01-04,MXN,24.435005
2021-01-04,MYR,4.908457
2021-01-04,MZN,91.774133
2021-01-04,NAD,17.878774
2021-01-04,NGN,466.772154
2021-01-04,NIO,42.855013
2021-01-04,NOK,10.483978
2021-01-04,NPR,143.077046
2021-01-04,NZD,1.70692
2021-01-04,OMR,0.471684
2021-01-04,PAB,1.224535
2021-01-04,PEN,4.465695
2021-01-04,PGK,4.299998
2021-01-04,PHP,58.81836
2021-01-04,PKR,195.798987
2021-01-04,PLN,4.55806
2021-01-04,PYG,8470.107181
2021-01-04,QAR,4.460651
2021-01-04,RON,4.869865
2021-01-04,RSD,117.56228
2021-01-04,RUB,91.284359
2021-01-04,RWF,1191.431494
2021-01-04,SAR,4.595811
2021-01-04,SBD,9.858726
2021-01-04,SCR,25.978308
2021-01-04,SDG,67.747999
2021-01-04,SEK,10.108032
2021-01-04,SGD,1.617885
2021-01-04,SHP,0.902812
2021-01-04,SLL,12410.489074
2021-01-04,SOS,714.856134
2021-01-04,SRD,17.340359
2021-01-04,STD,25525.256938
2021-01-04,SVC,10.714305
2021-01-04,SYP,628.269743
2021-01-04,SZL,17.892739
2021-01-04,THB,36.655622
2021-01-04,TJS,13.871219
2021-01-04,TMT,4.300179
2021-01-04,TND,3.291916
2021-01-04,TOP,2.785377
2021-01-04,TRY,9.098374
2021-01-04,TTD,8.280277
2021-01-04,TWD,34.445488
2021-01-04,TZS,2839.772028
2021-01-04,UAH,34.830539
2021-01-04,UGX,4506.326563
2021-01-04,USD,1.225122
2021-01-04,UYU,51.866581
2021-01-04,UZS,12807.429074
2021-01-04,VEF,12.235912
2021-01-04,VND,28275.824048
2021-01-04,VUV,132.920637
2021-01-04,WST,3.089534
2021-01-04,XAF,653.424823
2021-01-04,XAG,0.045103
2021-01-04,XAU,0.000631
2021-01-04,XCD,3.310954
2021-01-04,XDR,0.850198
2021-01-04,XOF,654.215649
2021-01-04,XPF,119.510243
2021-01-04,YER,306.709905
2021-01-04,ZAR,18.012484
2021-01-04,ZMK,11027.57477
2021-01-04,ZMW,25.927214
2021-01-04,ZWL,394.489627
2021-01-05,AED,4.518002
2021-01-05,AFN,95.016639
2021-01-05,ALL,123.42956
2021-01-05,AMD,642.779994
2021-01-05,ANG,2.210424
2021-01-05,AOA,806.276611
2021-01-05,ARS,104.294014
2021-01-05,AUD,1.584324
2021-01-05,AWG,2.213981
2021-01-05,AZN,2.09298
2021-01-05,BAM,1.960819
2021-01-05,BBD,2.486427
2021-01-05,BDT,104.433823
2021-01-05,BGN,1.95656
2021-01-05,BHD,0.463864
2021-01-05,BIF,2393.559774
2021-01-05,BMD,1.22999
2021-01-05,BND,1.623731
2021-01-05,BOB,8.478573
2021-01-05,BRL,6.501229
2021-01-05,BSD,1.231433
2021-01-05,BTC,3.6224931e-05
2021-01-05,BTN,90.182963
2021-01-05,BWP,13.399995
2021-01-05,BYN,3.181696
2021-01-05,BYR,24107.796289
2021-01-05,BZD,2.482216
2021-01-05,CAD,1.55903
2021-01-05,CDF,2423.079602
2021-01-05,CHF,1.080213
2021-01-05,CLF,0.03102
2021-01-05,CLP,855.951167
2021-01-05,CNY,7.941178
2021-01-05,COP,4236.084205
2021-01-05,CRC,753.7679
2021-01-05,CUC,1.22999
2021-01-05,CUP,32.594725
2021-01-05,CVE,111.129304
2021-01-05,CZK,26.144288
2021-01-05,DJF,218.593877
2021-01-05,DKK,7.439025
2021-01-05,DOP,71.646335
2021-01-05,DZD,162.684756
2021-01-05,EGP,19.310224
2021-01-05,ERN,18.449909
2021-01-05,ETB,48.27749
2021-01-05,EUR,1
2021-01-05,FJD,2.493437
2021-01-05,FKP,0.90252
2021-01-05,GBP,0.902505
2021-01-05,GEL,4.057377
2021-01-05,GGP,0.90252
2021-01-05,GHS,7.220428
2021-01-05,GIP,0.90252
2021-01-05,GMD,63.560504
2021-01-05,GNF,12576.643751
2021-01-05,GTQ,9.599224
2021-01-05,GYD,257.515226
2021-01-05,HKD,9.536112
2021-01-05,HNL,29.83335
2021-01-05,HRK,7.561357
2021-01-05,HTG,88.989426
2021-01-05,HUF,359.100402
2021-01-05,IDR,17150.975074
2021-01-05,ILS,3.940604
2021-01-05,IMP,0.90252
2021-01-05,INR,90.250549
2021-01-05,IQD,1797.62981
2021-01-05,IRR,51788.712406
2021-01-05,ISK,156.09833
2021-01-05,JEP,0.90252
2021-01-05,JMD,174.670434
2021-01-05,JOD,0.872084
2021-01-05,JPY,126.294085
2021-01-05,KES,134.561591
2021-01-05,KGS,102.311888
2021-01-05,KHR,4987.607819
2021-01-05,KMF,493.410887
2021-01-05,KPW,1107.085012
2021-01-05,KRW,1337.552819
2021-01-05,KWD,0.373401
2021-01-05,KYD,1.026211
2021-01-05,KZT,519.110834
2021-01-05,LAK,11438.90357
2021-01-05,LBP,1861.878306
2021-01-05,LKR,232.129935
2021-01-05,LRD,204.209021
2021-01-05,LSL,18.068815
2021-01-05,LTL,3.631839
2021-01-05,LVL,0.744008
2021-01-05,LYD,5.457091
2021-01-05,MAD,10.853414
2021-01-05,MDL,21.21498
2021-01-05,MGA,4723.159856
2021-01-05,MKD,61.628007
2021-01-05,MMK,1626.14078
2021-01-05,MNT,3492.080876
2021-01-05,MOP,9.833721
2021-01-05,MRO,439.106078
2021-01-05,MUR,48.467077
2021-01-05,MVR,18.946001
2021-01-05,MWK,947.092033
2021-01-05,MXN,24.482577
2021-01-05,MYR,4.941484
2021-01-05,MZN,92.127999
2021-01-05,NAD,18.461715
2021-01-05,NGN,469.231881
2021-01-05,NIO,42.963935
2021-01-05,NOK,10.414088
2021-01-05,NPR,144.293142
2021-01-05,NZD,1.695135
2021-01-05,OMR,0.473558
2021-01-05,PAB,1.231433
2021-01-05,PEN,4.463012
2021-01-05,PGK,4.338791
2021-01-05,PHP,59.187448
2021-01-05,PKR,197.388404
2021-01-05,PLN,4.534592
2021-01-05,PYG,8519.577358
2021-01-05,QAR,4.478329
2021-01-05,RON,4.87101
2021-01-05,RSD,117.598961
2021-01-05,RUB,91.228449
2021-01-05,RWF,1193.089918
2021-01-05,SAR,4.614261
2021-01-05,SBD,9.859642
2021-01-05,SCR,26.081869
2021-01-05,SDG,68.020922
2021-01-05,SEK,10.059962
2021-01-05,SGD,1.620401
2021-01-05,SHP,0.90252
2021-01-05,SLL,12445.035157
2021-01-05,SOS,714.624171
2021-01-05,SRD,17.40927
2021-01-05,STD,25626.665374
2021-01-05,SVC,10.775417
2021-01-05,SYP,630.791375
2021-01-05,SZL,18.425414
2021-01-05,THB,36.813767
2021-01-05,TJS,13.949393
2021-01-05,TMT,4.304964
2021-01-05,TND,3.29699
2021-01-05,TOP,2.798347
2021-01-05,TRY,9.091216
2021-01-05,TTD,8.365987
2021-01-05,TWD,34.402671
2021-01-05,TZS,2855.756615
2021-01-05,UAH,34.856673
2021-01-05,UGX,4550.277805
2021-01-05,USD,1.22999
2021-01-05,UYU,52.14568
2021-01-05,UZS,12852.161626
2021-01-05,VEF,12.284527
2021-01-05,VND,28400.460016
2021-01-05,VUV,133.875162
2021-01-05,WST,3.076538
2021-01-05,XAF,657.630286
2021-01-05,XAG,0.044581
2021-01-05,XAU,0.000631
2021-01-05,XCD,3.324108
2021-01-05,XDR,0.849963
2021-01-05,XOF,657.440818
2021-01-05,XPF,119.770263
2021-01-05,YER,308.020168
2021-01-05,ZAR,18.422172
2021-01-05,ZMK,11071.3732
2021-01-05,ZMW,26.091488
2021-01-05,ZWL,396.056882
2021-01-06,AED,4.532558
2021-01-06,AFN,95.322526
2021-01-06,ALL,123.950593
2021-01-06,AMD,644.85179
2021-01-06,ANG,2.213404
2021-01-06,AOA,809.63763
2021-01-06,ARS,104.766605
2021-01-06,AUD,1.578955
2021-01-06,AWG,2.221116
2021-01-06,AZN,2.100904
2021-01-06,BAM,1.954758
2021-01-06,BBD,2.489755
2021-01-06,BDT,104.559324
2021-01-06,BGN,1.957494
2021-01-06,BHD,0.46522
2021-01-06,BIF,2401.273502
2021-01-06,BMD,1.233953
2021-01-06,BND,1.623123
2021-01-06,BOB,8.477421
2021-01-06,BRL,6.557721
2021-01-06,BSD,1.233134
2021-01-06,BTC,3.3471984e-05
2021-01-06,BTN,90.073148
2021-01-06,BWP,13.432345
2021-01-06,BYN,3.174959
2021-01-06,BYR,24185.488506
2021-01-06,BZD,2.485537
2021-01-06,CAD,1.562907
